Key,NoTranslate,English,Russian
AL_Perk_Bloodletter2Desc,,"When wielding a knife, apply [ffc070]8[-] damage worth of bleed with each attack.",
AL_Perk_Bloodletter3Desc,,"When wielding a knife, apply [ffc070]12[-] damage worth of bleed with each attack.",При использовании ножа наносите [ffc070]12[-] урона в размере кровотечения при каждой атаке.
AL_Perk_Bloodletter4Desc,,"When wielding a knife, apply [ffc070]16[-] damage worth of bleed with each attack.",При использовании ножа наносите [ffc070]16[-] урона в размере кровотечения при каждой атаке.
AL_Perk_Bloodletter5Desc,,"When wielding a knife, apply [ffc070]20[-] damage worth of bleed with each attack.",При использовании ножа наносите [ffc070]20[-] урона в размере кровотечения при каждой атаке.
,,,
AL_Perk_Volley,,Volley,Залп
AL_Perk_VolleyDesc,,"If you get this right, you might be able to do that Legolas roleplay you always wanted to do before the zombies came. Better late than never!","Если вы все сделаете правильно, возможно, вы сможете разыграть ту ролевую игру с Леголасом, которую вы всегда хотели сделать до прихода зомби. Лучше поздно, чем никогда!"
AL_Perk_Volley1Desc,,"When wielding a bow, able to use radial menu to prepare a [ffc070]Volley[-], loading [ffc070]1[-] additional arrow into the bow for rapid fire.","При использовании лука можно использовать круговое меню для подготовки [ffc070]Залпа[-], загружая в лук [ffc070]1[-] дополнительную стрелу для быстрой стрельбы."
AL_Perk_Volley2Desc,,Able to load [ffc070]2[-] additional arrows.,Возможность загрузки [ffc070]2[-] дополнительных стрел.
AL_Perk_Volley3Desc,,Able to load [ffc070]3[-] additional arrows.,Возможность загрузки [ffc070]3[-] дополнительных стрел.
AL_Perk_Volley4Desc,,Able to load [ffc070]4[-] additional arrows.,Возможность загрузки [ffc070]4[-] дополнительных стрел.
,,,
AL_Perk_ThunderThighs,,Thunder Thighs,Толстые бедра
AL_Perk_ThunderThighsDesc,,"When you're sneaking around crouched down like that all the time, every day is leg day.","Когда ты все время крадешься, присев вот так, каждый день — день ног."
AL_Perk_ThunderThighs1Desc,,[ffc070]+20%[-] movement speed while crouched.,[ffc070]+20%[-] скорость передвижения в положении присев.
AL_Perk_ThunderThighs2Desc,,[ffc070]+40%[-] movement speed while crouched.,[ffc070]+40%[-] скорость передвижения в положении присев.
AL_Perk_ThunderThighs3Desc,,[ffc070]+60%[-] movement speed while crouched.,[ffc070]+60%[-] скорость передвижения в положении присев.
AL_Perk_ThunderThighs4Desc,,[ffc070]+80%[-] movement speed while crouched.,[ffc070]+80%[-] скорость передвижения в положении присев.
AL_Perk_ThunderThighs5Desc,,[ffc070]2x[-] movement speed while crouched.,[ffc070]2x[-] скорость передвижения в положении приседа.
,,,
AL_Perk_Beatdown,,Beatdown,Сбивать
AL_Perk_BeatdownDesc,,Hit 'em while they're down!,"Бейте их, пока они внизу!"
AL_Perk_Beatdown1Desc,,"When using fisticuffs, each light attack hit against a knocked-down enemy increases attack speed by [ffc070]+10%[-].",При использовании кулачных боев каждая легкая атака по сбитому с ног врагу увеличивает скорость атаки на [ffc070]+10%[-].
AL_Perk_Beatdown2Desc,,Bonus increases to [ffc070]+20%[-].,Бонус увеличивается до [ffc070]+20%[-].
AL_Perk_Beatdown3Desc,,Bonus increases to [ffc070]+30%[-].,Бонус увеличивается до [ffc070]+30%[-].
AL_Perk_Beatdown4Desc,,Bonus increases to [ffc070]+40%[-].,Бонус увеличивается до [ffc070]+40%[-].
AL_Perk_Beatdown5Desc,,Bonus increases to [ffc070]+80%[-].,Бонус увеличивается до [ffc070]+80%[-].
,,,
AL_Perk_SuckerPunch,,Sucker Punch,Запрещенный прием
AL_Perk_SuckerPunchDesc,,Hit 'em in the face!,Ударь их по лицу!
AL_Perk_SuckerPunch1Desc,,"When using fisticuffs, -10% attack speed and +20% damage on heavy attacks, and [ffc070]4%[-] chance to knock an enemy down when you hit 'em in the face with a heavy attack.","При использовании кулачных боев скорость атаки -10%, урон от тяжелых атак - 20%, а также [ffc070]4%[-] шанс сбить врага с ног, если вы ударите его по лицу тяжелой атакой."
AL_Perk_SuckerPunch2Desc,,"[ff2020]-20%[-] attack speed, [20ff20]+40%[-] damage, and knockdown chance increases to [ffc070]8%[-].","[ff2020]-20%[-] скорость атаки, [20ff20]+40%[-] урона, а шанс сбить с ног увеличивается до [ffc070]8%[-]."
AL_Perk_SuckerPunch3Desc,,"[ff2020]-30%[-] attack speed, [20ff20]+60%[-] damage, and knockdown chance increases to [ffc070]12%[-].","[ff2020]-30%[-] скорость атаки, [20ff20]+60%[-] урона, а шанс сбить с ног увеличивается до [ffc070]12%[-]."
AL_Perk_SuckerPunch4Desc,,"[ff2020]-40%[-] attack speed, [20ff20]+80%[-] damage, and knockdown chance increases to [ffc070]16%[-].","[ff2020]-40%[-] скорость атаки, [20ff20]+80%[-] урона, а шанс сбить с ног увеличивается до [ffc070]16%[-]."
AL_Perk_SuckerPunch5Desc,,"[ff2020]Half[-] attack speed, [20ff20]double[-] damage, and knockdown chance increases to [ffc070]20%[-].","[ff2020]Половина[-] скорости атаки, [20ff20]двойной[-] урон и шанс сбить с ног увеличиваются до [ffc070]20%[-]."
,,,
AL_Perk_Joust,,Joust,рыцарский турнир
AL_Perk_JoustDesc,,"You might not have a horse, but if you knock some coconuts together, it'll do the trick.","У вас может не быть лошади, но если вы сколотите несколько кокосов, это поможет."
AL_Perk_Joust1Desc,,Up to [ffc070]1x[-] more damage scaling with run-up length and movement speed.,До [ffc070]1x[-] увеличение урона зависит от длины разбега и скорости передвижения.
AL_Perk_Joust2Desc,,Up to [ffc070]2x[-] more damage scaling with run-up length and movement speed.,До [ffc070]2x[-] увеличение урона зависит от длины разбега и скорости передвижения.
AL_Perk_Joust3Desc,,Up to [ffc070]3x[-] more damage scaling with run-up length and movement speed.,До [ffc070]3x[-] увеличение урона зависит от длины разбега и скорости движения.
AL_Perk_Joust4Desc,,Up to [ffc070]4x[-] more damage scaling with run-up length and movement speed.,До [ffc070]4x[-] увеличение урона зависит от длины разбега и скорости движения.
AL_Perk_Joust5Desc,,Up to [ffc070]5x[-] more damage scaling with run-up length and movement speed.,До [ffc070]5x[-] увеличение урона зависит от длины разбега и скорости движения.
,,,
AL_Perk_Pike,,Pike,Щука
AL_Perk_PikeDesc,,"What do you do when you want to fight in melee, but you don't want those gross icky zombies to get close?","Что делать, если вы хотите сражаться в ближнем бою, но не хотите, чтобы эти отвратительные зомби приблизились к вам?"
AL_Perk_Pike1Desc,,Increases range with spears by [ffc070]0.2[-] blocks.,"Увеличивает дальность действия копий на [ffc070]0,2[-] блока."
AL_Perk_Pike2Desc,,Increases range with spears by [ffc070]0.4[-] blocks.,"Увеличивает дальность действия копий на [ffc070]0,4[-] блока."
AL_Perk_Pike3Desc,,Increases range with spears by [ffc070]0.6[-] blocks.,"Увеличивает дальность действия копий на [ffc070]0,6[-] блоков."
AL_Perk_Pike4Desc,,Increases range with spears by [ffc070]0.8[-] blocks.,"Увеличивает дальность действия копий на [ffc070]0,8[-] блоков."
AL_Perk_Pike5Desc,,Increases range with spears by [ffc070]1[-] block.,Увеличивает дальность действия копий на [ffc070]1[-] блок.
,,,
AL_Perk_Perseverance,,Perseverance,Упорство
AL_Perk_PerseveranceDesc,,Can't.. stop... me!...,Не могу... остановить... меня!...
AL_Perk_Perseverance1Desc,,Reduces stamina regeneration reduction from lack of water by [00ff00]10%[-].,Уменьшает снижение регенерации выносливости из-за нехватки воды на [00ff00]10%[-].
AL_Perk_Perseverance2Desc,,Reduces stamina regeneration reduction from lack of water by [00ff00]20%[-].,Уменьшает снижение регенерации выносливости из-за нехватки воды на [00ff00]20%[-].
AL_Perk_Perseverance3Desc,,Reduces stamina regeneration reduction from lack of water by [00ff00]30%[-].,Уменьшает снижение регенерации выносливости из-за нехватки воды на [00ff00]30%[-].
AL_Perk_Perseverance4Desc,,Reduces stamina regeneration reduction from lack of water by [00ff00]40%[-].,Уменьшает снижение регенерации выносливости из-за нехватки воды на [00ff00]40%[-].
AL_Perk_Perseverance5Desc,,Reduces stamina regeneration reduction from lack of water by [00ff00]50%[-].,Уменьшает снижение регенерации выносливости из-за нехватки воды на [00ff00]50%[-].
,,,
AL_Perk_DiggyDiggyHole,,Diggy Diggy Hole,Дигги-Дигги-Хоул
AL_Perk_DiggyDiggyHoleDesc,,"I'm not a dwarf but I'm digging a hole, diggy diggy hole, diggy diggy hole.","Я не гном, но я рою яму, копаю яму, копаю яму."
AL_Perk_DiggyDiggyHole1Desc,,"Increases block damage against [ffc070]Dirt[-], [ffc070]Topsoil[-], [ffc070]Sand[-], [ffc070]Stone[-], [ffc070]Gravel[-], [ffc070]Snow[-], and [ffc070]Sandstone[-] by [00ff00]10%[-].","Увеличивает урон от блоков против [ffc070]Грязи[-], [ffc070]Верхнего слоя почвы[-], [ffc070]Песка[-], [ffc070]Камня[-], [ffc070]Гравия[-], [ffc070]Снега[- ] и [ffc070]Песчаник[-] на [00ff00]10%[-]."
AL_Perk_DiggyDiggyHole2Desc,,Bonus increases to [00ff00]20%[-].,Бонус увеличивается до [00ff00]20%[-].
AL_Perk_DiggyDiggyHole3Desc,,Bonus increases to [00ff00]30%[-].,Бонус увеличивается до [00ff00]30%[-].
AL_Perk_DiggyDiggyHole4Desc,,Bonus increases to [00ff00]40%[-].,Бонус увеличивается до [00ff00]40%[-].
AL_Perk_DiggyDiggyHole5Desc,,Bonus increases to [00ff00]50%[-].,Бонус увеличивается до [00ff00]50%[-].
,,,
AL_Perk_BrutalMomentum,,Brutal Momentum,Жестокий импульс
AL_Perk_BrutalMomentumDesc,,I'm not surrounded by you! You're all surrounded by me!,Я не окружен тобой! Вы все окружены мной!
AL_Perk_BrutalMomentum1Desc,,"When using sledgehammers, reduces stamina cost of hitting additional targets by [00ff00]20%[-].",При использовании кувалд снижает затраты выносливости на поражение дополнительных целей на [00ff00]20%[-].
AL_Perk_BrutalMomentum2Desc,,Bonus increases to [00ff00]40%[-].,Бонус увеличивается до [00ff00]40%[-].
AL_Perk_BrutalMomentum3Desc,,Bonus increases to [00ff00]60%[-].,Бонус увеличивается до [00ff00]60%[-].
AL_Perk_BrutalMomentum4Desc,,Bonus increases to [00ff00]80%[-].,Бонус увеличивается до [00ff00]80%[-].
AL_Perk_BrutalMomentum5Desc,,You can always hit all targets with no additional stamina cost.,Вы всегда можете поразить все цели без дополнительных затрат выносливости.
,,,
AL_Perk_CombatMedic,,Combat Medic,Боевой медик
AL_Perk_CombatMedicDesc,,"Sometimes you gotta fight, sometimes you gotta heal, and sometimes you gotta do both.","Иногда нужно сражаться, иногда нужно лечиться, а иногда нужно делать и то, и другое."
AL_Perk_CombatMedic1Desc,,"Bandages, First-Aid Kits, Splints, Plaster Casts, and Painkillers are used [00ff00]10%[-] faster on yourself, and [00ff00]20%[-] faster on others.","Бинты, аптечки, шины, гипсовые повязки и обезболивающие применяются на [00ff00]10%[-] быстрее на себе и на [00ff00]20%[-] быстрее на других."
AL_Perk_CombatMedic2Desc,,"[00ff00]20%[-] faster on yourself, and [00ff00]40%[-] faster on others.",[00ff00]на 20%[-] быстрее для себя и на [00ff00]40%[-] быстрее для других.
AL_Perk_CombatMedic3Desc,,"[00ff00]30%[-] faster on yourself, and [00ff00]60%[-] faster on others.",[00ff00]на 30%[-] быстрее для себя и на [00ff00]60%[-] быстрее для других.
AL_Perk_CombatMedic4Desc,,"[00ff00]40%[-] faster on yourself, and [00ff00]80%[-] faster on others.",[00ff00]на 40%[-] быстрее для себя и на [00ff00]80%[-] быстрее для других.
AL_Perk_CombatMedic5Desc,,"[00ff00]50%[-] faster on yourself, and [00ff00]100%[-] faster on others.",[00ff00]на 50%[-] быстрее для себя и на [00ff00]100%[-] быстрее для других.
,,,
AL_Perk_FranticMan,,Frantic Man,Бешеный человек
AL_Perk_FranticManDesc,,"Hopping, jumping, sprinting about, bloodied and bruised, frantically consuming painkillers, desperately wrapping bandages, dozens of feral bikers in hot pursuit, this is the life of the Frantic Man.","Прыгая, прыгая, бегая, окровавленный и в синяках, лихорадочно потребляющий обезболивающие, отчаянно перевязывающий, десятки диких байкеров преследуют его по горячим следам - ​​такова жизнь Безумного Человека."
AL_Perk_FranticMan1Desc,,Running speed reduction while using healing items is reduced by [00ff00]25%[-].,Снижение скорости бега при использовании лечебных предметов уменьшено на [00ff00]25%[-].
AL_Perk_FranticMan2Desc,,Reduction reduced reductively by [00ff00]50%[-].,Сокращение уменьшено на [00ff00]50%[-].
AL_Perk_FranticMan3Desc,,Running speed reduction reduced by [00ff00]75%[-].,Снижение скорости бега уменьшено на [00ff00]75%[-].
AL_Perk_FranticMan4Desc,,Running speed is no longer reduced while using healing items.,Скорость бега больше не снижается при использовании лечебных предметов.
AL_Perk_FranticMan5Desc,,"After using a healing item, your running speed is increased by [00ff00]25%[-] for [00ff00]10 seconds[-].",После использования лечебного предмета ваша скорость бега увеличивается на [00ff00]25%[-] на [00ff00]10 секунд[-].
,,,
AL_Perk_Explorer,,Explorer,Исследователь
AL_Perk_ExplorerDesc,,"Ain't no mountain high enough, ain't no valley low enough, ain't no river wide enough.","Нет горы достаточно высокой, нет долины достаточно низкой, нет реки достаточно широкой."
AL_Perk_Explorer1Desc,,Your map discovery range is increased by [00ff00]1[-].,Дальность обнаружения вашей карты увеличена на [00ff00]1[-].
AL_Perk_Explorer2Desc,,Your map discovery range is increased by [00ff00]2[-].,Дальность обнаружения вашей карты увеличена на [00ff00]2[-].
AL_Perk_Explorer3Desc,,Your map discovery range is increased by [00ff00]3[-].,Дальность обнаружения вашей карты увеличена на [00ff00]3[-].
AL_Perk_Explorer4Desc,,Your map discovery range is increased by [00ff00]4[-].,Дальность обнаружения вашей карты увеличена на [00ff00]4[-].
AL_Perk_Explorer5Desc,,Your map discovery range is increased by [00ff00]5[-].,Дальность обнаружения вашей карты увеличена на [00ff00]5[-].
# }}},,,
,,,
# Progression UI {{{,,,
AL_LK_AttributesTab,,Attributes,Атрибуты
AL_LK_SkillsTab,,Skills,Навыки
AL_LK_CraftingTab,,Crafting,Крафт
AL_LK_PerkBooksTab,,Perk Books,Перк-книги
AL_LK_PerksTab,,Perks,льготы
AL_LK_BackstoryTab,,Backstory,Предыстория
AL_LK_SkillsGeneral,,General,Общий
AL_LK_SkillsCombat,,Combat,Бой
AL_LK_SkillsMelee,,Melee,ближний бой
AL_LK_SkillsRanged,,Ranged,Дальний бой
AL_LK_SkillsGathering,,Gathering,Встреча
AL_LK_SkillsCrafting,,Crafting,Крафт
AL_LK_SkillsMeleeCombat,,Melee Combat,Ближний бой
AL_LK_SkillsRangedCombat,,Ranged Combat,Дальний бой
AL_LK_NoPerkPoints,,You don't have enough {0} perk points.,У вас недостаточно {0} баллов перков.
# }}},,,
,,,
# Progression {{{,,,
AL_LK_LevelUp,,Your skill in [ff8020]{0}[-] has grown to [80ff80]{1}[-].,Ваше мастерство в [ff8020]{0}[-] выросло до [80ff80]{1}[-].
AL_LK_LevelUp_AL_Attribute_Strength,,You have become [ff9933]Stronger[-].,Вы стали [ff9933]сильнее[-].
AL_LK_LevelUp_AL_Attribute_Fortitude,,Your [ff3333]Fortitude[-] has grown.,Ваша [ff3333]стойкость[-] выросла.
AL_LK_LevelUp_AL_Attribute_Agility,,Your [ffff33]Agility[-] has grown.,Ваша [ffff33]ловкость[-] выросла.
AL_LK_LevelUp_AL_Attribute_Finesse,,Your [33ff33]Finesse[-] has improved.,Ваша [33ff33]изящность[-] улучшилась.
AL_LK_LevelUp_AL_Attribute_Perception,,Your [9059ff]Perception[-] has grown sharper.,Ваше [9059ff]восприятие[-] улучшилось.
AL_LK_LevelUp_AL_Attribute_Intellect,,Your [6666ff]Intellect[-] has become greater.,Ваш [6666ff]интеллект[-] повысился.
,,,
AL_LK_TTStrengthPerkPoints,,[ff9933]Strength[-] Perk Points,[ff9933]Сила[-] Очки перков
AL_LK_TTFortitudePerkPoints,,[ff3333]Fortitude[-] Perk Points,[ff3333]Стойкость[-] Очки перков
AL_LK_TTFinessePerkPoints,,[33ff33]Finesse[-] Perk Points,[33ff33]Утонченность[-] Очки перков
AL_LK_TTAgilityPerkPoints,,[ffff33]Agility[-] Perk Points,[ffff33]Ловкость[-] Очки перков
AL_LK_TTPerceptionPerkPoints,,[9059ff]Perception[-] Perk Points,[9059ff]Восприятие[-] Очки перков
AL_LK_TTIntellectPerkPoints,,[6666ff]Intellect[-] Perk Points,[6666ff]Интеллект[-] Очки перков
# }}},,,
,,,
# FreeDye {{{,,,
AL_LK_BottleIt,,Bottle It,Бутылка Это
AL_LK_EmptyTub,,Empty Tub,Пустая ванна
AL_LK_InsufficientColour,,Insufficient Colour.,Недостаточный цвет.
AL_LK_ToolTipBottleIt,,[ffc070]Takes about ten total units of colour and bottles it into a usable dye of the tub's current colour.[-],[ffc070]Берет около десяти единиц краски и разливает ее в пригодный к употреблению краситель текущего цвета ванны.[-]
AL_LK_ToolTipEmptyTub,,"[ffc070]Empties the contents of the dye tub out, irreversibly destroying all of it.[-]","[ffc070]Выливает содержимое бачка с красителем, необратимо уничтожая его.[-]"
# }}},,,
,,,
# FreeBuild {{{,,,
AL_LK_UpgradeRequirementsJoinedWood,,[ff4040]Requires[-]:\n10 Wood\n1 Pitch,[ff4040]Требуется[-]:\n10 древесины\n1 древесный пек
AL_LK_UpgradeRequirementsNailedWood,,[ff4040]Requires[-]:\n10 Wood\n2 Nails,[ff4040]Требуется[-]:\n10 древесины\n2 гвоздя
AL_LK_UpgradeRequirementsCobblestone,,[ff4040]Requires[-]:\n10 Small Stones\n2 Primitive Mortar,[ff4040]Требуется[-]:\n10 маленьких камней\n2 примитивного раствора
AL_LK_UpgradeRequirementsBrick,,[ff4040]Requires[-]:\n10 Bricks\n2 Mortar,[ff4040]Требуется[-]:\n10 кирпичей\n2 стройраствора
AL_LK_UpgradeRequirementsConcrete,,[ff4040]Requires[-]:\n10 Concrete Mix,[ff4040]Требуется[-]:\n10 бетонной смеси
AL_LK_UpgradeRequirementsSteel,,[ff4040]Requires[-]:\n2 Steel Ingots,[ff4040]Требуется[-]:\n2 стальных слитка
AL_LK_UpgradeRequirementsInconel,,[ff4040]Requires[-]:\n2 Inconel Ingots,[ff4040]Требуется[-]:\n2 слитка инконеля
,,,
AL_LK_NailedWood,,[96432d]Nailed Wood[-],[96432d]древесина на гвоздях[-]
AL_LK_JoinedWood,,[7f4b3d]Joined Wood[-],[7f4b3d]древесина на клею[-]
# }}},,,
,,,
# Map {{{,,,
AL_LK_RenameWaypoint,,Rename,Переименовать
AL_LK_RemoveWaypoint,,Remove,Удалить
AL_LK_PopupTextNeedMap,,[ffa63c]No map equipped.[-],[ffa63c]Карта не экипирована.[-]
# }}},,,
,,,
# EntityClasses {{{,,,
AL_EC_TrainingDummy,,Training Dummy,Тренировочный манекен
AL_EC_ZombiePyro,,Pyro,Поджигатель
AL_EC_ZombieStoner,,Stoner,Стоунер
AL_EC_ZombieFroglok,,Froglok,Фроглок
,,,
AL_EC_AnimalZombieBearRadiated,,Radiated Zombie Bear,Радиационный зомби-медведь
AL_EC_AnimalZombieBoar,,Zombie Boar,Зомби Кабан
AL_EC_PolarBear,,Polar Bear,Полярный медведь
,,,
AL_EC_ZombieBerserkerSteve,,Berserker Steve,Берсерк Стив
AL_EC_ZombieBerserkerMoe,,Berserker Moe,Берсерк Мо
AL_EC_ZombieBerserkerLab,,Berserker Lab,Берсерк лаборант
AL_EC_ZombieBerserkerUtilityWorker,,Berserker UtilityWorker,Берсерк работяга
AL_EC_ZombieBerserkerLumberjack,,Berserker Lumberjack,Берсерк дровосек
AL_EC_ZombieBerserkerArlene,,Berserker Arlene,Берсеркер Арлин
AL_EC_ZombieBerserkerSkateboarder,,Berserker Skateboarder,Берсеркер-скейтбордист
AL_EC_ZombieBerserkerFatHawaiian,,Berserker FatHawaiian,Берсерк толстяк-турист
AL_EC_ZombieBerserkerFemaleFat,,Berserker FemaleFat,Берсерк толстая мамаша
AL_EC_ZombieBerserkerBoe,,Berserker Boe,Берсерк Бо
AL_EC_ZombieBerserkerPartyGirl,,Berserker PartyGirl,Берсерк тусовщица
AL_EC_ZombieBerserkerDarlene,,Berserker Darlene,Берсерк Дарлин
AL_EC_ZombieBerserkerBiker,,Berserker Biker,Берсерк Байкер
AL_EC_ZombieBerserkerJoe,,Berserker Joe,Берсерк Джо
AL_EC_ZombieBerserkerJanitor,,Berserker Janitor,Берсерк уборщик
AL_EC_ZombieBerserkerBusinessMan,,Berserker BusinessMan,Берсерк бизнесмен
AL_EC_ZombieBerserkerTomClark,,Berserker TomClark,Берсерк Том Кларк
AL_EC_ZombieBerserkerNurse,,Berserker Nurse,Берсерк Медсестра
AL_EC_ZombieBerserkerYo,,Berserker Yo,Берсерк Йо
AL_EC_ZombieBerserkerMarlene,,Berserker Marlene,Берсерк Марлин
AL_EC_ZombieBerserkerSoldier,,Berserker Soldier,Берсерк солдат
,,,
AL_EC_ZombieRabidSteve,,Rabid Steve,Бешеный Стив
AL_EC_ZombieRabidArlene,,Rabid Arlene,Бешеная Арлин
AL_EC_ZombieRabidDarlene,,Rabid Darlene,Бешеная Дарлин
AL_EC_ZombieRabidMarlene,,Rabid Marlene,Бешеная Марлин
AL_EC_ZombieRabidPartyGirl,,Rabid PartyGirl,Бешеная тусовщица
AL_EC_ZombieRabidNurse,,Rabid Nurse,Бешеная медсестра
AL_EC_ZombieRabidBusinessMan,,Rabid BusinessMan,Бешеный бизнесмен
AL_EC_ZombieRabidTomClark,,Rabid TomClark,Бешеный Том Кларк
AL_EC_ZombieRabidMoe,,Rabid Moe,Бешеный Мо
AL_EC_ZombieRabidJanitor,,Rabid Janitor,Бешеный уборщик
AL_EC_ZombieRabidHazmat,,Rabid Hazmat,Бешеный хазмат
AL_EC_ZombieRabidUtilityWorker,,Rabid UtilityWorker,Бешеный работяга
AL_EC_ZombieRabidBiker,,Rabid Biker,Бешеный байкер
AL_EC_ZombieRabidLumberjack,,Rabid Lumberjack,Бешеный лесоруб
AL_EC_ZombieRabidFemaleFat,,Rabid FemaleFat,Бешеная мамаша
AL_EC_ZombieRabidFatHawaiian,,Rabid FatHawaiian,Бешеный толстяк-турист
AL_EC_ZombieRabidYo,,Rabid Yo,Бешеный Йо
AL_EC_ZombieRabidSkateboarder,,Rabid Skateboarder,Бешеный скейтбордист
AL_EC_ZombieRabidBoe,,Rabid Boe,Бешеный Бо
AL_EC_ZombieRabidJoe,,Rabid Joe,Бешеный Джо
AL_EC_ZombieRabidLab,,Rabid Lab,Бешеный лаборант
,,,
AL_EC_ZombieSmartBusinessMan,,Smart BusinessMan,Умный бизнесмен
AL_EC_ZombieSmartLab,,Smart Lab,Умный лаборант
AL_EC_ZombieSmartLumberjack,,Smart Lumberjack,Умный лесоруб
AL_EC_ZombieSmartBiker,,Smart Biker,Умный байкер
AL_EC_ZombieSmartPartyGirl,,Smart PartyGirl,Умная тусовщица
AL_EC_ZombieSmartSoldier,,Smart Soldier,Умный солдат
,,,
AL_EC_ZombiePartyGirlBrunette,,Party Girl (Brunette),Тусовщица (брюнетка)
# }}},,,
,,,
# Vanilla Entries Modified {{{,,,
ObjectiveLocateSupplies_keyword,,Locate Cache:,Найдите тайник:
,,,
perkRangersAPAmmoDesc,,Additional 50% bonus damage to sneak attacks when using bows and crossbows.,Дополнительный бонус 50% к урону от скрытных атак при использовании луков и арбалетов.
perkRangersAPAmmoLongDesc,,Additional 50% bonus damage to sneak attacks when using bows and crossbows.,Дополнительный бонус 50% к урону от скрытных атак при использовании луков и арбалетов.
,,,
drugAntibioticsDesc,,"While antibiotics can't cure the Z-Virus, they can significantly reduce it.","Хотя антибиотики не могут вылечить Z-вирус, они могут значительно его уменьшить."
,,,
gunMGT0PipeMachineGun,,Pipe SMG,Пистолет-пулемёт из трубы
gunMGT0PipeMachineGunDesc,,A home-made automatic weapon firing 9mm ammo.,"Самодельное автоматическое оружие, стреляющее патронами калибра 9 мм."
,,,
lblContextActionDrink,,Drink some [815500]Dirty Infected Water[-].,Выпейте немного [815500]Грязной зараженной воды[-].
,,,
blockVariantHelperGroupDesc,,"Can be used to place blocks, or if using the Planing Tool, blueprint blocks which can be upgraded with construction tools such as the Wooden Mallet.","Может использоваться для размещения блоков или, если вы используете инструмент для строгания, блоков чертежей, которые можно улучшить с помощью строительных инструментов, таких как деревянный молоток."
,,,
perkLuckyLooterBrassDesc,,Find more scrap metal in loot.,Найдите больше металлолома в добыче.
perkLuckyLooterBrassLongDesc,,Find more scrap metal in loot.,Найдите больше металлолома в добыче.
perkLuckyLooterLeadDesc,,Find even more scrap metal in loot.,Найдите в добыче еще больше металлолома.
perkLuckyLooterLeadLongDesc,,Find even more scrap metal in loot.,Найдите в добыче еще больше металлолома.
,,,
resourceLeather,,Animal Hide,Шкура животного
resourceLeatherDesc,,A skin freshly cut from a poor dead animal. We thank them for their sacrifice.,Свежесрезанная кожа с бедного мертвого животного. Мы благодарим их за их жертву.
cntDewCollector,,Rain Catcher,Сборщик дождевой воды
xuiDewCollector,,Rain Catcher,Сборщик дождевой воды
,,,
goDifficulty2,,Adventurer (New Default),Искатель приключений (новый вариант по умолчанию)
goDifficulty3,,Nomad (Old Default),Кочевник (старый вариант по умолчанию)
,,,
ammoArrowStone,,[ffc070]Primitive Arrow[-],[ffc070]Примитивная стрела[-]
ammoArrowStoneDesc,,A primitive arrow with a head of bone or stone. It usually points at things that are about to get hit by an arrow.,"Примитивная стрела с наконечником из кости или камня. Обычно он указывает на предметы, в которые вот-вот попадет стрела."
,,,
xuiOptionsVideoShadowsDistanceTooltip,,Quality and distance of object shadows.\nPerformance Impact: High\nCannot be disabled in [ffc070]Afterlife[-].,Качество и расстояние теней объектов.\nВлияние на производительность: высокое\nНевозможно отключить в [ffc070]Afterlife[-].
,,,
sneakDamageBonus,,[ffc070]{0}[-]x Damage Bonus,[ffc070]{0}[-]x бонус к урону
,,,
lootItem,,,
lootEntity,,{1}\n[5cff5c](Untouched)[-],{1}\n[5cff5c](Нетронуто)[-]
lootTooltipEmpty,,{1}\n[808080](Empty)[-],{1}\n[808080](Пусто)[-]
lootTooltipNew,,{1}\n[5cff5c](Untouched)[-],{1}\n[5cff5c](Нетронуто)[-]
lootTooltipTouched,,{1}\n[ffaa00](Searched)[-],{1}\n[ffaa00](Осмотрено)[-]
useCampfire,,[ffc070][Access][-],[ffc070][Доступ][-]
useForge,,[ffc070][Access][-],[ffc070][Доступ][-]
useSecureDoor,,[ffc070]Open[-],[ffc070]Открыть[-]
useWorkstation,,[ffc070][Access][-],[ffc070][Доступ][-]
pickupCrops,,[ffc070][Pick Up][-],[ffc070][Подобрать][-]
pickupPrompt,,[ffc070][Pick Up][-],[ffc070][Подобрать][-]
tooltipInteract,,[Interact with [ffc070]{1}[-]],[Взаимодействовать с [ffc070]{1}[-]]
vendingMachineActivate,,[Interact with [ffc070]{1}],[Взаимодействие с [ffc070]{1}]
,,,
xuiOptionsVideoUIBackgroundOpacity,,In-game UI Background Opacity,Непрозрачность фона внутриигрового пользовательского интерфейса
xuiOptionsVideoUIForegroundOpacity,,In-game UI Foreground Opacity,Непрозрачность переднего плана внутриигрового пользовательского интерфейса
,,,
xuiOptionsVideoUIBackgroundOpacityTooltip,,Background UI outlines and icon opacity/transparency when in-game (i.e. not in menu).,Фоновые контуры пользовательского интерфейса и непрозрачность/прозрачность значков в игре (т. е. не в меню).
xuiOptionsVideoUIForegroundOpacityTooltip,,Foreground UI outlines and icon opacity/transparency when in-game (i.e. not in menu).,Контуры пользовательского интерфейса на переднем плане и непрозрачность/прозрачность значков в игре (т. е. не в меню).
,,,
tooltipUnlocked,,[Use [ffc070]{1}[-]]\n[83FF89](Unlocked)[-],[Использовать [ffc070]{1}[-]]\n[83FF89](разблокировано)[-]
