Key,Russian
AL_Perk_CombatMedic1Desc,"Бинты, аптечки, шины, гипс и обезболивающие используются на [00ff00]10 %[-] быстрее на себя и на [00ff00]20 %[-] быстрее на других."
AL_Perk_CombatMedic2Desc,На [00ff00]20 %[-] быстрее на себя и на [00ff00]40 %[-] быстрее на других.
AL_Perk_CombatMedic3Desc,На [00ff00]30 %[-] быстрее на себя и на [00ff00]60 %[-] быстрее на других.
AL_Perk_CombatMedic4Desc,На [00ff00]40 %[-] быстрее на себя и на [00ff00]80 %[-] быстрее на других.
AL_Perk_CombatMedic5Desc,На [00ff00]50 %[-] быстрее на себя и на [00ff00]100 %[-] быстрее на других.
,
AL_Perk_FranticMan,Заполошный человек
AL_Perk_FranticManDesc,"Прыжки, скачки, беготня, кровь и синяки, судорожное поглощение обезболивающих, отчаянное наматывание бинтов, десятки диких байкеров на хвосте - такова жизнь заполошного человека."
AL_Perk_FranticMan1Desc,Снижение скорости бега при использовании лечебных предметов уменьшается на [00ff00]25%[-].
AL_Perk_FranticMan2Desc,Снижение уменьшено на [00ff00]50%[-].
AL_Perk_FranticMan3Desc,Снижение скорости бега уменьшено на [00ff00]75%[-].
AL_Perk_FranticMan4Desc,Скорость бега больше не снижается при использовании лечебных предметов.
AL_Perk_FranticMan5Desc,После использования лечебного предмета ваша скорость бега увеличивается на [00ff00]25%[-] на [00ff00]10 секунд[-].
,
AL_Perk_Explorer,Исследователь
AL_Perk_ExplorerDesc,"Ни одна гора не будет столь высока, ни одна долина не будет столь низка, ни одна река не будет столь широка."
AL_Perk_Explorer1Desc,Дальность обнаружения карты увеличена на [00ff00]1[-].
AL_Perk_Explorer2Desc,Дальность обнаружения карты увеличена на [00ff00]2[-].
AL_Perk_Explorer3Desc,Дальность обнаружения карты увеличена на [00ff00]3[-].
AL_Perk_Explorer4Desc,Дальность обнаружения карты увеличена на [00ff00]4[-].
AL_Perk_Explorer5Desc,Дальность обнаружения карты увеличена на [00ff00]5[-].
# }}},
,
# Progression UI {{{,
AL_LK_AttributesTab,Атрибуты
AL_LK_SkillsTab,Навыки
AL_LK_CraftingTab,Изготовление
AL_LK_PerkBooksTab,Книги
AL_LK_PerksTab,Умения
AL_LK_BackstoryTab,Предыстория
AL_LK_SkillsGeneral,Общие
AL_LK_SkillsCombat,Бой
AL_LK_SkillsMelee,Ближний бой
AL_LK_SkillsRanged,Дальний бой
AL_LK_SkillsGathering,Сбор
AL_LK_SkillsCrafting,Изготовление
AL_LK_SkillsMeleeCombat,Ближний бой
AL_LK_SkillsRangedCombat,Дальний бой
AL_LK_NoPerkPoints,У вас недостаточно {0} очков умений.
# }}},
,
# Progression {{{,
AL_LK_LevelUp,Ваш навык [ff8020]{0}[-] повысился до уровня [80ff80]{1}[-].
AL_LK_LevelUp_AL_Attribute_Strength,Вы стали [ff9933]сильнее[-].
AL_LK_LevelUp_AL_Attribute_Fortitude,Ваша [ff3333]стойкость[-] выросла.
AL_LK_LevelUp_AL_Attribute_Agility,Ваша [ffff33]ловкость[-] выросла.
AL_LK_LevelUp_AL_Attribute_Finesse,Ваша [33ff33]изящность[-] улучшилась.
AL_LK_LevelUp_AL_Attribute_Perception,Ваше [9059ff]восприятие[-] улучшилось.
AL_LK_LevelUp_AL_Attribute_Intellect,Ваш [6666ff]интеллект[-] повысился.
,
AL_LK_TTStrengthPerkPoints,Очки умений [ff9933]силы[-]
AL_LK_TTFortitudePerkPoints,Очки  умений [ff3333]стойкости[-]
AL_LK_TTFinessePerkPoints,Очки умений [33ff33]изящности[-]
AL_LK_TTAgilityPerkPoints,Очки умений [ffff33]ловкости[-]
AL_LK_TTPerceptionPerkPoints,Очки умений [9059ff]восприятия[-]
AL_LK_TTIntellectPerkPoints,Очки умений [6666ff]интеллекта[-]
# }}},
,
# FreeDye {{{,
AL_LK_BottleIt,Набрать в бутылку
AL_LK_EmptyTub,Опустошить ванну
AL_LK_InsufficientColour,Недостаточный цвет.
AL_LK_ToolTipBottleIt,[ffc070]Берёт около десяти единиц краски и переливает её в пригодный для использования краситель текущего цвета ванны.[-]
AL_LK_ToolTipEmptyTub,"[ffc070]Опустошает содержимое ванны с красителем, необратимо уничтожая его.[-]"
# }}},
,
# FreeBuild {{{,
AL_LK_UpgradeRequirementsJoinedWood,[ff4040]Требуется[-]:\n10 древесины\n1 древесный пек
AL_LK_UpgradeRequirementsNailedWood,[ff4040]Требуется[-]:\n10 древесины\n2 гвоздя
AL_LK_UpgradeRequirementsCobblestone,[ff4040]Требуется[-]:\n10 маленьких камней\n2 примитивного раствора
AL_LK_UpgradeRequirementsBrick,[ff4040]Требуется[-]:\n10 кирпичей\n2 стройраствора
AL_LK_UpgradeRequirementsConcrete,[ff4040]Требуется[-]:\n10 бетонной смеси
AL_LK_UpgradeRequirementsSteel,[ff4040]Требуется[-]:\n2 стальных слитка
AL_LK_UpgradeRequirementsInconel,[ff4040]Требуется[-]:\n2 слитка инконеля
,
AL_LK_NailedWood,[96432d]древесина на гвоздях[-]
AL_LK_JoinedWood,[7f4b3d]древесина на клею[-]
# }}},
,
# Map {{{,
AL_LK_RenameWaypoint,Переименовать
AL_LK_RemoveWaypoint,Удалить
AL_LK_PopupTextNeedMap,[ffa63c]Карта не экипирована.[-]
# }}},
,
# EntityClasses {{{,
AL_EC_TrainingDummy,Тренировочный манекен
AL_EC_ZombiePyro,Поджигатель
AL_EC_ZombieStoner,Наркоман
AL_EC_ZombieFroglok,Фроглок
,
AL_EC_AnimalZombieBearRadiated,Радиационный зомби-медведь
AL_EC_AnimalZombieBoar,Зомби-кабан
AL_EC_PolarBear,Полярный медведь
,
AL_EC_ZombieBerserkerSteve,Берсерк Стив
AL_EC_ZombieBerserkerMoe,Берсеркер Мо
AL_EC_ZombieBerserkerLab,Берсерк лаборант
AL_EC_ZombieBerserkerUtilityWorker,Берсерк работяга
AL_EC_ZombieBerserkerLumberjack,Берсерк дровосек
AL_EC_ZombieBerserkerArlene,Берсерк Арлин
AL_EC_ZombieBerserkerSkateboarder,Берсерк-скейтбордист
AL_EC_ZombieBerserkerFatHawaiian,Берсерк толстяк-турист
AL_EC_ZombieBerserkerFemaleFat,Берсерк толстая мамаша
AL_EC_ZombieBerserkerBoe,Берсерк Бо
AL_EC_ZombieBerserkerPartyGirl,Берсерк тусовщица
AL_EC_ZombieBerserkerDarlene,Берсерк Дарлин
AL_EC_ZombieBerserkerBiker,Берсерк Байкер
AL_EC_ZombieBerserkerJoe,Берсерк Джо
AL_EC_ZombieBerserkerJanitor,Берсерк уборщик
AL_EC_ZombieBerserkerBusinessMan,Берсерк бизнесмен
AL_EC_ZombieBerserkerTomClark,Берсерк Том Кларк
AL_EC_ZombieBerserkerNurse,Берсерк Медсестра
AL_EC_ZombieBerserkerYo,Берсерк Йо
AL_EC_ZombieBerserkerMarlene,Берсерк Марлин
AL_EC_ZombieBerserkerSoldier,Берсерк солдат
,
AL_EC_ZombieRabidSteve,Бешеный Стив
AL_EC_ZombieRabidArlene,Бешеная Арлин
AL_EC_ZombieRabidDarlene,Бешеная Дарлин
AL_EC_ZombieRabidMarlene,Бешеная Марлин
AL_EC_ZombieRabidPartyGirl,Бешеная тусовщица
AL_EC_ZombieRabidNurse,Бешеная медсестра
AL_EC_ZombieRabidBusinessMan,Бешеный бизнесмен
AL_EC_ZombieRabidTomClark,Бешеный Том Кларк
AL_EC_ZombieRabidMoe,Бешеный Мо
AL_EC_ZombieRabidJanitor,Бешеный уборщик
AL_EC_ZombieRabidHazmat,Бешеный хазмат
AL_EC_ZombieRabidUtilityWorker,Бешеный работяга
AL_EC_ZombieRabidBiker,Бешеный байкер
AL_EC_ZombieRabidLumberjack,Бешеный лесоруб
AL_EC_ZombieRabidFemaleFat,Бешеная мамаша
AL_EC_ZombieRabidFatHawaiian,Бешеный толстяк-турист
AL_EC_ZombieRabidYo,Бешеный Йо
AL_EC_ZombieRabidSkateboarder,Бешеный скейтбордист
AL_EC_ZombieRabidBoe,Бешеный Бо
AL_EC_ZombieRabidJoe,Бешеный Джо
AL_EC_ZombieRabidLab,Бешеный лаборант
,
AL_EC_ZombieSmartBusinessMan,Умный бизнесмен
AL_EC_ZombieSmartLab,Умный лаборант
AL_EC_ZombieSmartLumberjack,Умный лесоруб
AL_EC_ZombieSmartBiker,Умный байкер
AL_EC_ZombieSmartPartyGirl,Умная тусовщица
AL_EC_ZombieSmartSoldier,Умный солдат
,
AL_EC_ZombiePartyGirlBrunette,Тусовщица (брюнетка)
# }}},
,
# Vanilla Entries Modified {{{,
ObjectiveLocateSupplies_keyword,Найдите тайник:
,
perkRangersAPAmmoDesc,Дополнительно 50% дополнительного урона к атакам исподтишка при использовании луков и арбалетов.
perkRangersAPAmmoLongDesc,Дополнительно 50% дополнительного урона к атакам исподтишка при использовании луков и арбалетов.
,
drugAntibioticsDesc,"Хотя антибиотики не могут вылечить Z-вирус, они могут значительно ослабить его."
,
gunMGT0PipeMachineGun,Пистолет-пулемёт из трубы
gunMGT0PipeMachineGunDesc,"Самодельное автоматическое оружие, стреляющее патронами калибра 9 мм."
,
lblContextActionDrink,Выпейте немного [815500]грязной заражённой воды[-].
,
blockVariantHelperGroupDesc,"С его помощью можно размещать блоки, а при использовании инструмента для строгания - блоки для чертежей, которые можно улучшать с помощью строительных инструментов, таких как деревянная киянка."
,
perkLuckyLooterBrassDesc,Найдите больше металлолома в добыче.
perkLuckyLooterBrassLongDesc,Найдите больше металлолома в добыче.
perkLuckyLooterLeadDesc,Найдите ещё больше металлолома в добыче.
perkLuckyLooterLeadLongDesc,Найдите ещё больше металлолома в добыче.
,
resourceLeather,Шкура животного
resourceLeatherDesc,Свежесрезанная шкура с бедного мёртвого животного. Мы благодарим их за жертву.
cntDewCollector,Сборщик дождевой воды
xuiDewCollector,Сборщик дождевой воды
,
goDifficulty2,Искатель приключений (новый вариант по умолчанию)
goDifficulty3,Кочевник (старый вариант по умолчанию)
,
ammoArrowStone,[ffc070]Примитивная стрела[-]
ammoArrowStoneDesc,"Примитивная стрела с наконечником из кости или камня. Обычно ею указывают на то, что должно быть поражено стрелой."
,
xuiOptionsVideoShadowsDistanceTooltip,Качество и расстояние до теней объектов.\nВлияние на производительность: высокое.\nНе может быть отключено в [ffc070]Afterlife[-].
,
sneakDamageBonus,[ffc070]{0}[-]x бонус к урону
,
lootItem,
lootEntity,{1}\n[5cff5c](Нетронуто)[-]
lootTooltipEmpty,{1}\n[808080](Пусто)[-]
lootTooltipNew,{1}\n[5cff5c](Нетронуто)[-]
lootTooltipTouched,{1}\n[ffaa00](Осмотрено)[-]
useCampfire,[ffc070][Доступ][-]
useForge,[ffc070][Доступ][-]
useSecureDoor,[ffc070]Открыть[-]
useWorkstation,[ffc070][Доступ][-]
pickupCrops,[ffc070][Подобрать][-]
pickupPrompt,[ffc070][Подобрать][-]
tooltipInteract,[Взаимодействовать с [ffc070]{1}[-]]
vendingMachineActivate,[Взаимодействовать с [ffc070]{1}]
,
xuiOptionsVideoUIBackgroundOpacity,Непрозрачность фона игрового интерфейса
xuiOptionsVideoUIForegroundOpacity,Непрозрачность переднего плана игрового интерфейса
,
xuiOptionsVideoUIBackgroundOpacityTooltip,"Прозрачность фоновых контуров пользовательского интерфейса и иконок, когда вы находитесь в игре (т.е. не в меню)."
xuiOptionsVideoUIForegroundOpacityTooltip,Прозрачность контуров и значков переднего плана пользовательского интерфейса в игре (т. е. не в меню).
,
tooltipUnlocked,[Использовать [ffc070]{1}[-]]\n[83FF89](разблокировано)[-]
tooltipLocked,[Использовать [ffc070]{1}[-]]\n[ff5555](заблокировано)[-]
useBlock,[Использовать [ffc070]{1}[-]]
,
resourceMetalPipeDesc,Длиннополый цилиндрический трубчатый пипазоид. Может использоваться в качестве ужасного телескопа или дерьмового диджериду.
,
trapsSkillMagazine,Ловушки
trapsSkillMagazineDesc,У вас есть вредители? Посмотрите на эти безумные ловушки для борьбы с вредителями и обеспечения безопасности дома.\n\nУлучшает навык [ffc070]изготовление ловушек[-].
,
ttCraftingSkillUnlock,[a0a0a0]Разблокировано {0}:[-] [ffc000]{1}[-] [808080](Качество {2})[-]
ttCraftingSkillUnlockQuality,[a0a0a0]Разблокировано {0}:[-] [ffc000]{1}[-] [808080](Качество {2})[-]
,
npcTooltipTalk,[ffc070][Использовать рацию][-]
,
drinkJarBeer,Пиво
drinkJarBeerDesc,"Это пиво не превратит вас в устойчивого к оглушению сверхчеловека с размахивающими кулаками, как некоторые другие сорта пива, с которыми вам приходилось сталкиваться, но что ж... это всего лишь пиво..."
,
resourceBone,[ffc070]Кость[-]
resourceBoneDesc,"Кости, с одной стороны, удерживают ваше тело вместе. С другой стороны, ими можно бить зомби, что тоже помогает держать тело вместе. А еще они отлично подходят для ролевых игр в пещерных людей."
,
dFood,[ff8000]Еда[-]
,
repairToolsSkillMagazineDesc,От домашнего мастера до профессионального ремонтника - мы позаботимся о вас!\n\nУлучшает навык [ffc070]изготовления строительных инструментов[-].
,
toolAnvil,Железная наковальня
toolAnvilDesc,"Простая железная наковальня. Может быть установлена в кузнице, чтобы позволить кузнецу обрабатывать слитки в различные изделия. Позволяет изготавливать бронзовые инструменты по рецептам, использующим железную наковальню, делая ту же работу гораздо быстрее."
toolBellowsDesc,"Важнейшие кузнечные мехи обеспечивают постоянную подачу плотного воздуха. Они могут быть установлены в кузнице, чтобы увеличить уровень нагрева кузницы на одну единицу независимо от того, какое топливо горит в данный момент."
toolForgeCrucibleDesc,"Тигель является важной частью процесса плавки и позволяет производить небольшие цельнометаллические изделия путём захвата и подачи чистого расплавленного металла в форму. Может быть установлен в кузнице, чтобы обеспечить отливку металлических изделий из хранящегося в кузнице металла."
,
xuiEmptyInfoPanelText,"[00ff00][Shift + [action:local:Primary]][-] на [ffc070]Изготовить/Разобрать/Ремонтировать[-], чтобы перенести в начало очереди.\n[00ff00][R][-] в рабочих станциях, чтобы забрать всё с выхода.\n[00ff00][[action:local:FocusCopyBlock]][-][-] нацелившись на блок, чтобы [ffc070]копировать поворот[-]. \n[00ff00][Shift + [[action:local:FocusCopyBlock]][-] нацелевшись на блок, чтобы [ffc070]копировать форму[-].\n[00ff00][Ctrl + Alt + [action:local:Primary]][-], чтобы включить [ffc070]автоатаку[-]. \n[action:local:Primary], чтобы остановить [ffc070]автоатаку[-].\n[00ff00][Alt + [action:local:Primary]][-] на предмете инвентаря, чтобы заблокировать слот[-]."
,
meleeToolRepairT0StoneAxeDesc,"Примитивный инструмент, с помощью которого можно резать дерево, добывать камень, ремонтировать и обновлять стены, двери и окна. Не лучшее оружие."
cellarDoorDoubleIronDesc,"Нажмите и удерживайте [action:local:Activate][action:permanent:Activate], чтобы запереть её или задать пароль. Улучшите её до стальной двери подвала, используя изготовленную стальную дверь подвала."
cellarDoorDoubleSteelDesc,"Нажмите и удерживайте [action:local:Activate][action:permanent:Activate], чтобы запереть её или задать пароль."
cellarDoorDoubleWoodDesc,"Нажмите и удерживайте [action:local:Activate][action:permanent:Activate], чтобы запереть её или задать пароль."
drugVitaminsDesc,"В условиях бесконечного выбора в супермаркете витамины обеспечивают питательными веществами, которых почти наверняка не хватает в вашем рационе. Улучшая питание, вы повышаете свою энергию и иммунитет."
,
meleeWpnBladeT0BoneKnifeDesc,Это примитивное самодельное оружие также пригодится для свежевания животных.
resourcePaperDesc,"Бумагу можно использовать вместе с другими ингредиентами для изготовления патронов к ружьям, динамита и сигар. Бумага была повсеместно распространена в старом мире и остается в изобилии сейчас."
,
perkFiremansAlmanacCompleteLongDesc,"Огненный адреналин: Запах дыма вызывает выброс адреналина. Когда вы находитесь в пустоши, вы получаете 20% урона и 20% регенерации выносливости во время бега."
,
perkRangersCompleteDesc,Двойной урон в голову непотревоженных врагов из луков и арбалетов.
,
ammoGasCan,[ffc070]Топливо для моторных инструментов[-]
ammoGasCanDesc,"Специализированное топливо, которое можно использовать в моторных инструментах, таких как буры и бензопилы."
,
perkEnforcerCompleteDesc,Все выстрелы патронами .44 пробивают врагов.
perkEnforcerCompleteLongDesc,Проникающая способность: обычные патроны калибра .44 и усиленные могут проникать сквозь врагов и поражать цели позади них.
,
perkPistolPeteCompleteDesc,Выстрелы в упор игнорируют броню.
perkPistolPeteCompleteLongDesc,"Пороховые ожоги: Выстрелы из 9-мм оружия, произведенные в упор, игнорируют 20% брони и наносят кровоточащий урон."
,
perkShotgunMessiahCompleteDesc,Вы можете одним выстрелом уничтожить большинство деревянных блоков.
perkShotgunMessiahCompleteLongDesc,Один выстрел: Застряли в тесном помещении и нужно быстро скрыться? Проделайте дыру в стене с помощью этого удобного трюка. Вы можете пробить одним выстрелом большинство гипсокартонных и деревянных стен.
,
perkSniperCompleteDesc,Вы можете изготавливать маскировочный костюм.
perkSniperCompleteLongDesc,"Призрак: слейтесь с окружающей средой и станьте настоящим убийцей, надев камуфляжный костюм гилли. Вы можете изготавливать маскировочный костюм."
,
drinkJarGrandpasMoonshineDesc,"Ничто не поможет решить проблему старым способом, как бутылка дедушкиного самогона."
# }}},
,
# Buffs {{{,
lblBuffs,Баффы
,
AL_Buff_VitalityMinimum,Оптимизм
AL_Buff_VitalityMinimumDesc,"Апокалипсис шмакополипсис!\n\n[aaaaaa]Ваш минимум[-] [ffc070]живзнестойкости[-] [aaaaaa]составляет[-] {0}[aaaaaa]. Этот эффект будет уменьшаться в течение[-] [ff0000]7 дней[-][aaaaaa], начиная с конца[-] [ffffff]1 дня[-][aaaaaa] и заканчивая началом[-] [ffffff]8 дня[-][aaaaaa].[-]"
,
AL_Buff_WarmingFire,Согревающий огонь
AL_Buff_WarmingFireName,Согревающий огонь
AL_Buff_WarmingFireDesc,Вас согревает ближайший огонь.\n\n[ffc070]Эффекты:[-]\n[bbbbbb]- +20 сопротивления переохлаждению.\n- Быстро снимает намокание.[-]
,
AL_Buff_DrinkingRain,Питьё дождя
AL_Buff_DrinkingRainName,Питьё дождя
AL_Buff_DrinkingRainDesc,"Хоть и медленно, и вы промокаете, но это лучше, чем обезвоживание."
,
AL_Buff_ZInfectionTurnedName,[ff4040]Обращённый[-]
AL_Buff_ZInfectionTurnedDesc,"Зомби-инфекция полностью охватила вас и привела к необычной смерти. Когда ваше сознание покинуло тело, ваш прыжок через пустоту был перехвачен. Хотя вам казалось, что вы находитесь в открытом пространстве, вас зажало. Быстро возникло мучительное ощущение, что вас режут по всему телу. Вы попытались закричать, но кричать было [i] нечем[/i]. На вас набросилась враждебная сила. Вас протащило сквозь острую пустоту, словно через поле бритвенных лезвий. Ваше сознание разрушалось. Вы почувствовали, как ваш духовный покровитель дергает вас, пытаясь освободить. Через некоторое время вас с огромной силой отбросило в сторону, и вы, по-видимому, спаслись, но вы знали, что этот опыт сильно повредил ваш разум. Похоже, эта инфекция не просто сила природы.\n\n[ffc070]Эффекты:[-]\n[bbbbbb] Все атрибуты, навыки действий и навыки изготовления уменьшены на 10%.[-]"
,
AL_Buff_BloodmoonDeath,[ff4040]Принесён в жертву Кровавой Луне[-]
AL_Buff_BloodmoonDeathDesc,"Когда вас пронесло сквозь пустоту к воскрешению, хотя траектория движения не изменилась, вас внезапно поразило ощущение мощного тупого удара. Вы почувствовали на себе пристальный взгляд чего-то. Нечто, очевидно, не слишком довольное фактом вашего существования. Почувствовав силу удара, вы ощутили, как внутри вас медленно растет глубокая враждебность. Её усики методично проникали внутрь, извиваясь на задворках вашего сознания. Вы очнулись. Живой, но с сильным ужасом.\n\n[ffc070]Эффекты:[-]\n[bbbbbb] Жизнестойкость снижена до нуля.[-]"
,
AL_Buff_VitaminsName,[ffc070]Витамины в норме[-]
AL_Buff_VitaminsDesc,Вы получили суточную норму витаминов и минералов и чувствуете себя более энергичным.\n\n[ffc070]Эффекты:[-]\n[bbbbbb]+0.35% жизнестойкости/мин.\n+10% регенерации выносливости
,
AL_BuffWobblyInspired,[ff8080]Вдохновение[-]
AL_BuffWobblyInspiredDesc,"Вы чувствуете сердцем тяжелое положение рабочего класса, и это побуждает вас к действию."
AL_BuffWobblyInspiredTT,[ff8080]Вдохновение[-]
,
AL_Buff_AlcoholWithdrawal_DepressionName,[e79b13]Отказ от алкоголя:[-] Депрессия
AL_Buff_AlcoholWithdrawal_DepressionDesc,Сильная депрессия тяготит ваш разум. Она замедляет вас почти во всех отношениях и омрачает ваш взгляд на жизнь.
,
AL_Buff_AlcoholWithdrawal_AnxietyName,[e79b13]Отказ от алкоголя:[-] Тревога
AL_Buff_AlcoholWithdrawal_AnxietyDesc,"То, что пугало вас раньше, пугает вас ещё больше, а то, что не пугало вовсе, вызывает беспокойство.\n\n[ffc070]Эффекты:[-]\n[bbbbbb]Удваивает негативные эффекты от[-] [ffffff]окружения[-][bbbbbb],[-] [ffffff]боевого стресса[-][bbbbbb], и[-] [ffffff]страха[-][bbbbbb]."
,
AL_Buff_AlcoholWithdrawal_BrainFogName,[e79b13]Отказ от алкоголя:[-] Каша в мозгах
AL_Buff_AlcoholWithdrawal_BrainFogDesc,Вы просто не можете связать свои мысли воедино... 
,
AL_Buff_AlcoholWithdrawal_TremorsName,[e79b13]Отмена алкоголя:[-] Тремор
AL_Buff_AlcoholWithdrawal_TremorsDesc,У вас ломка.
,
AL_Buff_AlcoholWithdrawal_FatigueName,[e79b13]Отказ от алкоголя:[-] Усталость
AL_Buff_AlcoholWithdrawal_FatigueDesc,Вам так тяжко... даже двигаться...
,
AL_Buff_AlcoholWithdrawal_HeadacheName,[e79b13]Отказ от алкоголя:[-] Головная боль
AL_Buff_AlcoholWithdrawal_HeadacheDesc,У вас ни с того ни с сего разболелась голова.
,
AL_BuffWoodsman,Лесовик
AL_BuffWoodsmanDesc,"Проведя всё время после катастрофы в лесах, избегая населённых пунктов, вы стали чувствовать себя более комфортно в дикой природе и с опаской относиться к цивилизации. [808080]Вы быстрее бегаете и быстрее восстанавливаете выносливость, когда находитесь в дикой местности, и наоборот, когда находитесь в искусственной среде[-]."
AL_BuffWoodsmanTT,"Проведя всё время после катастрофы в лесах, избегая населённых пунктов, вы стали чувствовать себя более комфортно в дикой природе и с опаской относиться к цивилизации. [808080]Вы быстрее бегаете и быстрее восстанавливаете выносливость, когда находитесь в дикой местности, и наоборот, когда находитесь в искусственной среде[-]."
,
AL_Buff_FoodPoisoning_QueasyName,Недомогание
AL_Buff_FoodPoisoning_QueasyDesc,Ваш желудок чувствует себя не очень хорошо... Лучше немного успокоиться.\n\n[ffc070]Эффекты:[-]\n[bbbbbb]-0.01% жизнестойкости/мин.\n-5% подвижности[-]
,
AL_Buff_FoodPoisoning_NauseousName,Тошнота
AL_Buff_FoodPoisoning_NauseousDesc,Вы действительно [i]чувствуете себя не очень хорошо[/i]... Уф...\n\n[ffc070]Эффекты:[-]\n[bbbbbb]-0.02% жизнестойкости/мин\n-10% подвижности[-]
,
AL_Buff_VomitName,Рвота!
AL_Buff_VomitDesc,Ууууггхххха---бгхххаааааа-кх-ррххэээээ
# }}},
,
# UI Only {{{,
AL_LK_StatSymbolHealth,Здоровье
AL_LK_StatSymbolStamina,Выносливость
AL_LK_StatSymbolAlcohol,Жизнестойкость
AL_LK_StatSymbolAlcohol,Алкоголь
,
AL_TagRestrictedSlot_Light,Свет / Факел
AL_TagRestrictedSlot_Map,Карта
AL_TagRestrictedSlot_Compass,Компас
AL_TagRestrictedSlot_Watch,Часы
AL_TagRestrictedSlot_Radio,Рация
AL_TagRestrictedSlot_GeigerCounter,Счётчик Гейгера
AL_TagRestrictedSlot_Toolbelt,Пояс с инструментами
AL_TagRestrictedSlot_Backpack,Рюкзак
,
AL_BookGroup_RockHard,Как кремень
AL_BookGroup_MoreDakka,Больше дакки
AL_BookGroup_WhiskeyPunch,Виски-Пунш
AL_BookGroup_HitIt,Бей
AL_BookGroup_Magnuminous,Величественный
AL_BookGroup_BurnBabyBurn,"Жги, детка, жги"
AL_BookGroup_Yoink,Скоммуниздили!
AL_BookGroup_WildThing,Дикая тварь
AL_BookGroup_LootGobblin,Лут гоблин
AL_BookGroup_DarknessCalls,Зов тьмы
AL_BookGroup_ShootyMcGee,Шути МакГи
AL_BookGroup_Trueshot,Истинный выстрел
AL_BookGroup_BlastEm,Бабах
AL_BookGroup_LongShot,Дальний выстрел
AL_BookGroup_HotTips,Горячие советы
AL_BookGroup_CloseQuarters,Ближняя дистанция
,
AL_LK_Rotato,Ротато
# }}},
,
# Main Menu {{{,
AL_LK_7DTDCredits,Титры: 7 days to die
AL_LK_ALCredits,Титры: Модификация Afterlife
# }}},
,
# Cartography Table {{{,
AL_LK_UseCartographyTable,[Использовать [ffc070]картографический стол[-]]
blockcommand_sync,Синхронизировать с картой
blockcommand_copy_to,Копировать в
blockcommand_copy_from,Копировать из
blockcommand_reset,Отладка: сброс карты
# }}},
,
# Block Commands {{{,
blockcommand_pick_normal,Взлом замка\n[bbbbbb](Обычный взлом)[-]
blockcommand_pick_improvised,Взлом замка\n[ffc070](Импровизированная отмычка)[-]
# }}},
,
# TimedActions {{{,
AL_LK_TargetAtMaxHealth,Цель уже полностью здорова.
AL_LK_PlayerAtMaxHealth,Вы уже полностью здоровы.
# }}},
,
# Progression UI {{{,
AL_PerkBook_RockHard1Desc,Создание очень крепкого [ffc070]кофе рудокопов[-]
AL_PerkBook_RockHard2Desc,На 50% меньше урона от обрушившихся шахт
AL_PerkBook_RockHard3Desc,Дайте-ка клейкую ленту: Шахтёрские инструменты приходят в негодность на 20% медленнее.
AL_PerkBook_RockHard4Desc,На 10% повышает доходность рудных блоков.
AL_PerkBook_RockHard5Desc,Простая светота: можно изготовить [ffc070]налобный фонарь[-].
AL_PerkBook_RockHard6Desc,"Будьте в тонусе: -20% потери выносливости при использовании шахтерских инструментов, если уровень воды превышает 50%."
AL_PerkBook_RockHard7Desc,Создание модификаций лезвий с [ffc070]алмазным напылением[-]: прочность инструментов значительно повышается
AL_PerkBook_RockHardCompleteDesc,Прорыв: Шанс добыть руду одним ударом. Повышается в зависимости от навыка [i]Горное дело[/i].
# }}},
,
AL_LK_CraftingSkillPrefixRGB,[ffc070]Навык изготовления:[-]
AL_LK_BookPrefixRGB,[ffc070]Книга:[-]
AL_LK_PerkPrefixRGB,[ffc070]Умение:[-]
AL_LK_SkillPrefixRGB,[ffc070]Навык:[-]
AL_LK_AttributePrefixRGB,[ffc070]Атрибут:[-]
AL_LK_BookGroupPrefixRGB,[ffc070]Группа книг:[-]
,
# Crafting Skills {{{,
AL_CraftingSkill_Armour,Изготовление брони
AL_CraftingSkill_ConstructionTools,Строительные инструменты
AL_CraftingSkill_HarvestingTools,Инструменты для сбора
AL_CraftingSkill_SalvageTools,Инструментя для разбора
AL_CraftingSkill_Knuckles,Кастеты
AL_CraftingSkill_Medical,Медикаменты
AL_CraftingSkill_Spears,Изготовление копий
AL_CraftingSkill_Cooking,Готовка
AL_CraftingSkill_Tools,Инструменты
AL_CraftingSkill_Knives,Ножи
AL_CraftingSkill_BowyeryFletching,Луки и арбалеты
AL_CraftingSkill_Clubs,Дубинки
AL_CraftingSkill_Electronics,Электроника
AL_CraftingSkill_Explosives,Взрывчатка
AL_CraftingSkill_Handguns,Пистолеты
AL_CraftingSkill_MachineGuns,Пулемёты
AL_CraftingSkill_SMGs,Пистолеты-пулемёты
AL_CraftingSkill_LMGs,Лёгкие пулемёты
AL_CraftingSkill_Rifles,Винтовки
AL_CraftingSkill_Robotics,Робототехника
AL_CraftingSkill_Farming,Сельское хозяйство
AL_CraftingSkill_Shotguns,Дробовики
AL_CraftingSkill_Sledgehammers,Кувалды
AL_CraftingSkill_Traps,Изготовление ловушек
AL_CraftingSkill_Vehicles,Транспортные средства
AL_CraftingSkill_Workstations,Рабочие станции
AL_CraftingSkill_Mechanics,Механика
AL_CraftingSkill_AssaultRifles,Штурмовые винтовки
AL_CraftingSkill_MeleeWeapons,Оружие ближнего боя
